experiment_id,model,optimizer,learning_rate,seed,epoch,train_loss,val_loss,train_accuracy,val_accuracy
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,2,0.14413843683284872,0.11277481638060675,95.67647058823529,96.65555555555555
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,3,0.10678202267575498,0.09988712561296093,96.70980392156862,96.86666666666666
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,4,0.08404036437968412,0.09674278366979626,97.38627450980393,97.1
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,5,0.07095662520570206,0.08438585839751694,97.73529411764706,97.43333333333334
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,6,0.062007330037306484,0.08701424419217639,98.0156862745098,97.36666666666666
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,7,0.05462709215151913,0.07683289401398764,98.19019607843137,97.72222222222223
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,8,0.04893877052815229,0.08624717230122123,98.3686274509804,97.56666666666666
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,9,0.04284152232004585,0.08201634103225337,98.59019607843138,97.78888888888889
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,10,0.040051490866853036,0.08247335224655561,98.67843137254901,97.76666666666667
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,11,0.037956598837339484,0.07899420797302284,98.72156862745098,97.76666666666667
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,12,0.03253414735426286,0.07653938578997946,98.92549019607843,97.9888888888889
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,13,0.03160804745103872,0.08893688438077353,98.91372549019607,97.63333333333334
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,14,0.02984051967242404,0.07968755212705582,98.96470588235294,97.86666666666666
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,15,0.028117679884269213,0.08118219027567344,99.01960784313725,97.97777777777777
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,16,0.026441259485495954,0.08621716224785066,99.0764705882353,97.83333333333333
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,17,0.024605140739569657,0.08879437175783743,99.11764705882354,97.73333333333333
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,18,0.024714169582053015,0.08962343109107396,99.11960784313726,97.86666666666666
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,19,0.024260349614210724,0.09122146485586806,99.15098039215687,97.81111111111112
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,20,0.023933101286606032,0.08442702062674087,99.2,97.95555555555555
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,1,1.0121634230005976,0.3158113304509057,67.17254901960784,90.74444444444444
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,2,0.3592196238298042,0.19052791984875997,88.71960784313725,94.45555555555555
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,3,0.24783370744597677,0.14682505196332932,92.25882352941177,95.44444444444444
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,4,0.19087784725895116,0.11508667247825198,94.17254901960784,96.64444444444445
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,5,0.15892592038126552,0.09671738131013181,95.15098039215687,97.08888888888889
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,6,0.13978849423048542,0.08480949315263166,95.76666666666667,97.4
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,7,0.1258810276444636,0.08392162654797236,96.1843137254902,97.44444444444444
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,8,0.11527145731156947,0.07149339699496826,96.3843137254902,97.92222222222222
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,9,0.10540069351140775,0.06944499140150018,96.67647058823529,97.95555555555555
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,10,0.09989200469354788,0.06345935571773184,96.8921568627451,98.23333333333333
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,11,0.09219358630040113,0.059640248785830206,97.1313725490196,98.27777777777777
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,12,0.08786572130389658,0.05680675624642107,97.28235294117647,98.32222222222222
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,13,0.08241936974242037,0.054444973828891914,97.38235294117646,98.42222222222222
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,14,0.0781000335448805,0.05248923216760158,97.60392156862746,98.44444444444444
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,15,0.0752674642167255,0.05034069831793507,97.65686274509804,98.4888888888889
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,16,0.07053736760613381,0.04940626718310846,97.82156862745099,98.54444444444445
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,17,0.06638052590132928,0.0492548512334211,97.91568627450981,98.4888888888889
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,18,0.06639177378588447,0.04724900185254713,97.95098039215686,98.62222222222222
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,19,0.06535646593702191,0.045747050808949606,97.97450980392156,98.61111111111111
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,20,0.06035921432463197,0.04446694611323376,98.14509803921568,98.64444444444445
