experiment_id,model,optimizer,learning_rate,seed,epochs,batch_size,parameters,best_epoch,best_val_accuracy,best_val_loss,final_val_accuracy,test_loss,test_accuracy,train_time_sec
MLP_SGD_lr0.01_seed42,MLP,SGD,0.01,42,20,32,203530,20,95.83333333333333,0.1425783406297366,95.83333333333333,0.12266124697215855,96.38,179.44
CNN_Adam_lr0.001_seed42,CNN,Adam,0.001,42,20,32,824458,17,99.26666666666667,0.028101749840786297,99.18888888888888,0.022084578416356134,99.21,223.5
MLP_Adam_lr0.001_seed42,MLP,Adam,0.001,42,20,32,203530,12,97.9888888888889,0.07653938578997946,97.95555555555555,0.08108739569540775,98.21,186.97
CNN_SGD_lr0.01_seed42,CNN,SGD,0.01,42,20,32,824458,20,98.64444444444445,0.04446694611323376,98.64444444444445,0.033472949066059667,98.92,214.34
